staff_role,count,classified_role
Dir Endo,6,UNMAPPED
Mgr CQR WFH,6,UNMAPPED
Vendor Labcorp,6,NON_CLINICAL
RN-Clinic,6,RN
Triage Case Mgr - RN Hospice,6,RN
Laboratory Lead,6,UNMAPPED
RN SDS PRN,6,RN
LPN - ELC,6,RN
RN Float Pool PRN IPF,6,RN
Karl Storz,6,UNMAPPED
Investigator HEOR,6,UNMAPPED
Level I - Integration Support Engineer,6,UNMAPPED
RN Ambulatory Care (SMC),6,RN
Central Sterile Tech II,6,TECH
RN Program Coord Burn,6,RN
Physicial Therapist - PRN,6,UNMAPPED
Performance Optimization Team Leader,6,UNMAPPED
Lead Sterile Proc Tech,6,TECH
Student - 3-4 ID Only,6,NON_CLINICAL
Mental Health Counseling/Psychology student,6,NON_CLINICAL
Resident PGY I,6,PROVIDER
RN-Post Partum,6,RN
Supv Respiratory Therapy Peds,6,TECH
AVP Trauma Svcs,6,PROVIDER
Neurosurgery,6,PROVIDER
ED Mid Level Nurse Practitioner,6,PROVIDER
RIS/PACS Data Q/A Specialist,6,UNMAPPED
RN Recovery PRN,6,RN
RN Pediatric Transport,6,RN
Pat Care Asst Postpartum,6,UNMAPPED
General Maintenance,6,UNMAPPED
Oncology Transcriptionist,6,PROVIDER
RN Anes,6,RN
Dir Bariatric Svcs,6,UNMAPPED
Cons Systems Eng UNIX/NT,6,UNMAPPED
Sr Staff Software Eng,6,UNMAPPED
HUC,6,UNMAPPED
RN Level 1A,6,RN
Coord Imaging Support Svcs,6,UNMAPPED
RN Cert Wound Care/Ostomy PRN,6,RN
Production Artist,6,UNMAPPED
Technical Svcs Specialist,6,UNMAPPED
Cardiac Svcs Holter Technician,6,TECH
Dir Dietary,6,NON_CLINICAL
Employment Tax Analyst II WFH,6,NON_CLINICAL
Medication Management Tech WFH,6,TECH
Cloud Eng II,6,UNMAPPED
Supv Nesting Coach WFH,6,UNMAPPED
Security Threat Eng,6,SECURITY
Neonatal - Perinantal Medicine,6,PROVIDER
Cons Systems Prog,6,UNMAPPED
Faculty - Stone Oak,6,NON_CLINICAL
Mgr Behavioral Health IPF,6,PROVIDER
Manage Care with Insurance - Valley Health Plan (VHP),6,UNMAPPED
Insurance Staff - Cigna/Healthspring,6,UNMAPPED
Digital Publishing Spec I,6,UNMAPPED
CT/Rad Technologist Dover FSED,6,TECH
BI Developer II WFH,6,UNMAPPED
Surgical/OR Tech Cert Float Pool,6,TECH
RN Maternity Educator PRN,6,RN
Pt Day TL WFH,6,UNMAPPED
RN Telecom Triage,6,RN
RN PACU Float Pool PRN,6,RN
CRT Critical Care,6,PROVIDER
RN Coord Patient Throughput,6,RN
Cook Retail,6,NON_CLINICAL
OR Satellite Pharmacy Tech,6,TECH
LIP-Radiation Oncology,6,PROVIDER
OGMC Pharmacy Student,6,NON_CLINICAL
Med Img Spec III Sonograph PRN,6,UNMAPPED
DHP-Certified Hyperbaric Technologist,6,TECH
WFA Tier I,6,UNMAPPED
TeamHealth ED Billing Staff,6,NON_CLINICAL
Ops QA Analyst WFH,6,NON_CLINICAL
Dir-Wound Care,6,UNMAPPED
Paralegal II,6,UNMAPPED
Birth Certificate Clerk,6,NON_CLINICAL
Sr Tax Accountant,6,UNMAPPED
Patient Care Tech IPF,6,TECH
Coord Case Mgmt,6,UNMAPPED
RN PICC Service,6,RN
Mgr Simulation/Technology,6,UNMAPPED
FNS Hostess,6,UNMAPPED
Mgr Data Operations,6,UNMAPPED
RN-Diagnostic Imaging PRN,6,RN
Insurance Case Mgr,6,UNMAPPED
Student Nurse Non-Employee - POP,6,RN
Coord Maintenance,6,UNMAPPED
Analyst I MDM WFH,6,NON_CLINICAL
RI Chart Mgmt TL WFH,6,UNMAPPED
RN-Pre/Post Op,6,RN
Tech Non Certified - 24257,6,TECH
Sr Coord L&OD,6,UNMAPPED
CENTRAL STERILE TECH,6,TECH
EVS Clerk,6,EVS
Lead Customer Support & Purch,6,NON_CLINICAL
RRT III Lead,6,TECH
Diet Office Clerk,6,NON_CLINICAL
RN OR W/E,6,RN
Cardiovascular Svcs Tech III,6,TECH
RN I Discharge,6,RN
Cons Security Threat Eng,6,SECURITY
Neuromusculoskeletal medicine and osteopathic manipulative m,6,UNMAPPED
Multimodality Specialist,6,UNMAPPED
RN Resource Staff PRN,6,RN
Rehab Market Liaison,6,UNMAPPED
RN CMU PRN,6,RN
Coord Trauma Registry WFH,6,PROVIDER
Surgical Technician II PRN,6,TECH
Cardiologist Noninvasive,6,UNMAPPED
Sr BI Analyst WFH,6,NON_CLINICAL
Assessment & Referral RN PRN,6,RN
Electrophysiology Tech,6,TECH
CNA/PCT,6,TECH
IPAT Manager II WFH,6,UNMAPPED
Con Product Analyst,6,NON_CLINICAL
Coord FMS,6,UNMAPPED
Med Asst I - 03957,6,MA
Advanced Care Tech PRN,6,TECH
Adv Clin Pharm Med Recon PRN,6,UNMAPPED
Rad Technologist Vascular,6,TECH
Student - Speech Therapy (SLP),6,NON_CLINICAL
Coord Materials Surgery,6,PROVIDER
Mgr II Appeals WFH,6,UNMAPPED
CST,6,UNMAPPED
Coord Point of Care,6,UNMAPPED
Mgr Program Mgmt,6,UNMAPPED
Dir PTAC Ctr Unit WFH,6,UNMAPPED
OR Materials Technician,6,TECH
Front Desk Recep PRN,6,UNMAPPED
RN Crit Care Float Pool PRN,6,RN
Sr Prog Professional CHS WFH,6,UNMAPPED
Laboratory Section Head,6,UNMAPPED
Exec Asst WFH,6,UNMAPPED
Hyperbaric Tech Noncert,6,TECH
Call Center Clinical Spec WFH,6,UNMAPPED
Anesthesiologist Assistant,6,PROVIDER
Multi Tech Rad Tech UC PRN,6,TECH
Cons Integration Analyst,6,NON_CLINICAL
Laboratory Section Leader,6,UNMAPPED
Div Resource Emergency RN Seas,6,RN
Opthalmology,6,UNMAPPED
Resident - Addiction Medicine,6,PROVIDER
CT Tech W/E,6,TECH
X Ray Tech,6,TECH
PreReg Rep III WFH,6,UNMAPPED
WRMC Physician,6,PROVIDER
Licesed Professional Counselor,6,UNMAPPED
RN Cath Lab Recover,6,RN
1 Non-Privileged provider,6,UNMAPPED
Clin Nurse Coord IP Rehab,6,RN
Mgr-Nursing,6,RN
Lactation Consultant Non RN PRN,6,RN
RN Surgical Svcs Pedi CVOR,6,RN
ORT III,6,UNMAPPED
LVN OT8,6,RN
RN PACU Staff PRN,6,RN
RN Case Mgr Mkt Float Pool,6,RN
Lead Ultrasound Tech,6,TECH
Sr Desktop Support Analyst,6,NON_CLINICAL
MRI Magnetic Imaging Technician,6,TECH
Dir Medical Staff Svcs,6,UNMAPPED
Student-Ultrasound,6,NON_CLINICAL
RN SpecPlus/Nashville/PRN,6,RN
Supv Clin Impl Analyst WFH,6,NON_CLINICAL
Resident III Orthopaedic Surg,6,PROVIDER
POS Billing,6,NON_CLINICAL
Cath Lab Recovery RN,6,RN
EEG Technologist Reg,6,TECH
Hematology/oncology,6,PROVIDER
Mat Handler SLC,6,SUPPLY_CHAIN_TECH
Collection Spec- WFH,6,NON_CLINICAL
CNA - Gen Surgery,6,PROVIDER
MRI Technologist MRSO,6,TECH
Food Service Supervisor,6,NON_CLINICAL
Corp Data Integrity Spec WFH,6,UNMAPPED
Sr Value Tracking Analyst,6,NON_CLINICAL
Coord Marketing,6,UNMAPPED
Fin Counselor WFH,6,UNMAPPED
Mgr Tech Svcs,6,TECH
VRM QA Spec WFH,6,UNMAPPED
Mgr Retail Svcs FNS,6,UNMAPPED
Volunteer Ped,6,NON_CLINICAL
Medical Technologist I PRN,6,TECH
Mgr Med Staff Svcs WFH,6,UNMAPPED
RN Nephrology PRN,6,RN
Assoc Product Analyst WFH,6,NON_CLINICAL
Telemetry Technician PRN,6,TECH
OTHER,6,UNMAPPED
Special Care Technician,6,TECH
RN Emergency Svcs PRN FSER,6,RN
Assoc Chaplain,6,UNMAPPED
Medical Sonographer,6,TECH
Provider,6,UNMAPPED
CNA/Unit Secretary,6,TECH
Instrument Technician,6,TECH
Coord Patient Care RN,6,RN
Strategic Analytic Analyst WFH,6,NON_CLINICAL
Mgr EMS,6,UNMAPPED
RN Endo Laboratory,6,RN
LPN W/E,6,RN
SLMC Physician,6,PROVIDER
EVS II PRN,6,EVS
Nuclear Medicine Technology (NMT) student,6,NON_CLINICAL
Resp Therapist PRN,6,UNMAPPED
Interv Radiographer Tech,6,TECH
Rev Cycle Qual Rvw BI Spec WFH,6,UNMAPPED
GI Technician PRN,6,TECH
Radiology Asst II,6,PROVIDER
LIP-Medical Oncology,6,PROVIDER
Dir Risk Mgmt,6,UNMAPPED
RN (Critical) PRN,6,RN
Nurse Practitioner UC MDN PRN,6,PROVIDER
*Student/Intern-Chaplain,6,NON_CLINICAL
Cook/Food Svc Worker,6,NON_CLINICAL
Maintenance Mechanic Lead,6,UNMAPPED
Dir Central Sterile,6,UNMAPPED
Physical Therapy Technician,6,TECH
Medical Technologist PRN A,6,TECH
Mgr Implementation,6,UNMAPPED
AV Systems Eng I,6,UNMAPPED
Sr Regulatory Affairs Spec WFH,6,UNMAPPED
Food Line Worker,6,NON_CLINICAL
Certified Sterile Processor,6,UNMAPPED
Coord Guest Svcs,6,UNMAPPED
Account Manager WFH,6,UNMAPPED
Recruiter Team IV WFH,6,UNMAPPED
PT/OT Technician,6,TECH
Tax Supv,6,UNMAPPED
Supv Laboratory Core,6,UNMAPPED
Floor Stock,6,UNMAPPED
Intermediate Clerk,6,NON_CLINICAL
Electrician II,6,UNMAPPED
GME-IM Resident,6,PROVIDER
Student - Physician Assistant,6,PROVIDER
Radiology Technician Cert,6,PROVIDER
Cons UC Engineer,6,UNMAPPED
Refunds eCW Associate,6,UNMAPPED
Coord Physical Therapy,6,TECH
Coord Surgical Asst,6,UNMAPPED
Inform Pharm WFH,6,UNMAPPED
LPN WFH,6,RN
Div VP Strategy & Planning,6,UNMAPPED
Clin Pharm Spec BMT/Onc,6,UNMAPPED
Lactation Consultant RN PRN,6,RN
Supv Echo Laboratory,6,UNMAPPED
Dialysis Technician,6,TECH
Coord CT,6,UNMAPPED
Operations Professional WFH,6,UNMAPPED
RN-Transition Unit PRN,6,RN
AVP Talent Acquisition,6,UNMAPPED
Surg Pediatric,6,UNMAPPED
Radiology Assistant,6,PROVIDER
Driver Patient Trans,6,UNMAPPED
Dir Accounting,6,UNMAPPED
Div Dir Fin Ops,6,UNMAPPED
Echo Technician Cert PRN,6,TECH
VP PCA,6,UNMAPPED
RN Emergency Clin Nurse Coord,6,RN
Mgr AP,6,UNMAPPED
Dir Billing WFH,6,NON_CLINICAL
RN UC PRN,6,RN
Div Comp Dir,6,UNMAPPED
OR First Asst PRN,6,UNMAPPED
Radiographer II,6,UNMAPPED
Clinical Teaching Asst PRN,6,UNMAPPED
RN NICU TRANSPORT,6,RN
RN Spec II Pan PRN,6,RN
Cardiac Sonographer-Adult PRN,6,TECH
Mgr Pharmacy Clinical,6,UNMAPPED
RN Intake Coord PRN,6,RN
Pharmacy Tech II 7/7,6,TECH
Surg Technologist,6,TECH
System Engineer II WFH,6,UNMAPPED
Cons Software Eng,6,UNMAPPED
Mgr Billing,6,NON_CLINICAL
RT Neonatal Pediatric Lead,6,PROVIDER
Clinical Lead,6,UNMAPPED
Abstractor II WFH PRN,6,NON_CLINICAL
Occup Therapy Asst (PRN),6,UNMAPPED
Maintenance Mech I,6,UNMAPPED
Sales Assoc Bean Shops PRN,6,UNMAPPED
RN Critical Need PRN,6,RN
RN Case Mgr Rehab,6,RN
Occ Med Care Coord UCMDN WFH,6,UNMAPPED
RN Emergency Svcs (Seasonal),6,RN
Sr Cost Analyst,6,NON_CLINICAL
Maintenance Tech UC,6,TECH
Guest Relations Specialist,6,UNMAPPED
RN Preop/PACU Float PRN,6,RN
Staff Cloud Eng,6,UNMAPPED
Supv Blood Bank,6,UNMAPPED
Sr Apps Developer,6,UNMAPPED
UCC Cash Posting Supervisor,6,UNMAPPED
UHR - Divesting CDI,6,UNMAPPED
Gen Surgery 3 Year Resident,6,PROVIDER
HWS sterile Processing Tech,6,SUPPLY_CHAIN_TECH
Fac Equip Coord,6,UNMAPPED
Transporter PCT PRN,6,NON_CLINICAL
Sr Audit Mgr WFH,6,UNMAPPED
Cigna,6,UNMAPPED
Clinical Lead Radiology,6,PROVIDER
Supply Chain OR Technician,6,SUPPLY_CHAIN_TECH
Mgr Rev Cycle Transitions WFH,6,UNMAPPED
RN-L D,6,RN
Data Integrity Analyst WFH,6,NON_CLINICAL
PACU RN,6,RN
GME Intern Temp,6,NON_CLINICAL
LPN Advanced Clinical Tech,6,RN
RN Quality Coord Prog Accred,6,RN
Nursing Instructor -  Dallas,6,RN
Mat Handler FW WH LV,6,SUPPLY_CHAIN_TECH
RN CQI Specialist,6,RN
Mgr Facilities,6,UNMAPPED
RN PACU PRN II,6,RN
RN Spec - TM,6,RN
RN Coord Transplant WFH,6,RN
RN Spec PRN - Utah,6,RN
Speech Lang Path IRF PRN,6,UNMAPPED
Radiology Asst II PRN,6,PROVIDER
Supv Health Info Mgmt,6,UNMAPPED
Surgery Attendant,6,PROVIDER
Pt Supp Rep TL WFH,6,UNMAPPED
RN Dialysis Broward PRN,6,RN
RN-Endoscopy PRN,6,RN
Mgr Member Facility Svcs,6,UNMAPPED
ED-RN,6,RN
Nurse Resident,6,RN
Mgr Patient Safety/Risk Mgmt,6,UNMAPPED
Clinical Appeals TL WFH,6,UNMAPPED
Cons Systems Prog WFH,6,UNMAPPED
Outpt Clinical Lead,6,UNMAPPED
PRN RN Surg Amb Prep & Recover,6,RN
Analyst Payroll,6,NON_CLINICAL
Placement Specialist PRN,6,UNMAPPED
Supv Laboratory Department,6,UNMAPPED
Dir Med-Surg,6,UNMAPPED
Nursing Instructor -  Jacksonville,6,RN
RN 5 NICU,6,RN
Dir Payer Analysis WFH,6,UNMAPPED
Personalized Meds Scientist,6,UNMAPPED
RN Critical Care  ED,6,RN
Emergency Medicine Peds PRN,6,PROVIDER
Agile Coach,6,UNMAPPED
CV/Neuro/Craniofacial Surgeon,6,PROVIDER
Nursing-RN,6,RN
RN Staff OR PRN,6,RN
Staff Software Engineer,6,UNMAPPED
Anesthesiology Tech,6,PROVIDER
RN Tele/Progr Care (PRN),6,RN
Joint OR Technician III,6,TECH
RN PRN NICU,6,RN
EKG/Stress Test Technician PRN,6,TECH
Dir-EVS (BAMC),6,EVS
Coord Respiratory Therapy Lead,6,TECH
RN First Assist,6,RN
RN Coord Transplant PRN,6,RN
Item Data Steward,6,UNMAPPED
Mental Health Techs,6,UNMAPPED
Scan Clk,6,UNMAPPED
Nutrition Svc Asst PRN,6,NON_CLINICAL
Level II - Project Manager,6,UNMAPPED
AP Spec NPO PRN WFH,6,UNMAPPED
RN Coronary Care Unit,6,RN
Scheduler Hematology Care,6,PROVIDER
Div Resource Dialysis RN PRN,6,RN
Mental Health Tech Cert,6,TECH
HWS Vendor,6,NON_CLINICAL
LPN Emerg Svcs PRN,6,RN
RN Coord Infection Prevention,6,RN
Mgr Regulatory Affairs WFH,6,UNMAPPED
Critical Care Transport Nurse,6,RN
Mammo Technician PRN,6,TECH
Nurse Practitioner Cardio,6,PROVIDER
Enrollment Team Lead,6,UNMAPPED
RN Crit Care Clin Nurse Coord,6,RN
Sr IAM Security Eng,6,SECURITY
RN Meg/Surg,6,RN
Therapy Tech PRN,6,TECH
Global TPA/Freedom Health/Optimum Health Insurance Reviewer,6,UNMAPPED
DBA Developer,6,UNMAPPED
RN 6E MED/SUR Oncology,6,RN
Coder CBO,6,NON_CLINICAL
Radiation Onc Biller,6,UNMAPPED
Occupational Therapist 7/7,6,ALLIED_HEALTH
Respiratory Care Asst,6,TECH
RN NICU (PRN),6,RN
Wound Care Center Registered N...,6,UNMAPPED
Nursing Student Technician PRN,6,RN
DHP-Parent Educator,6,UNMAPPED
Env Svc Aide I PRN,6,UNMAPPED
Student PT Rehab Services,6,NON_CLINICAL
Licensed OT Assistant PRN,6,UNMAPPED
Nurse Technician Tier 1 PRN,6,RN
RN Outpt Surger,6,RN
Prod Supp Analyst II WFH,6,NON_CLINICAL
Volunteer - Chaplain,6,NON_CLINICAL
Surg Technol Cert Res OT8,6,UNMAPPED
Coord Unit PRN,6,UNMAPPED
Security Threat Eng II,6,SECURITY
POS Peoples Community Clinic,6,UNMAPPED
RN Joint EMA PRN,6,RN
Occupational Therapist - PRN,6,ALLIED_HEALTH
Anesthesia Technician OT8,6,PROVIDER
Radiology Technician UCMDN PRN,6,PROVIDER
CT Radiology Tech Assistant PRN,6,PROVIDER
Respiratory Therapist Peds RRT,6,TECH
MT Laboratory PRN,6,UNMAPPED
RN Burn/Wound Clinic,6,RN
Dir Div Community Engagement,6,UNMAPPED
AVP Quality,6,UNMAPPED
Med Staff Svcs Asst,6,UNMAPPED
Student Rad Tech PRN,6,NON_CLINICAL
Regional Controller UC,6,UNMAPPED
RN Heart OT 10,6,RN
Imaging Technical Asst,6,UNMAPPED
Procurement Organ Preserv Spec,6,UNMAPPED
Unit Secretary/Monitor Tec PRN,6,NON_CLINICAL
EMT Emergency Dept,6,TECH
Transporter Radiology PRN,6,PROVIDER
Non-Emp EVS,6,EVS
Student Nurse Instructor Non-Employee - EH,6,RN
Nurse Tech III PRN,6,RN
Regional CFO,6,UNMAPPED
RN II Staff - PCU,6,RN
Trainer II WFH,6,UNMAPPED
Intake Specialist,6,UNMAPPED
Volunteer - Patient Information,6,NON_CLINICAL
Student - Child Life,6,NON_CLINICAL
LEAD Associate WFH,6,UNMAPPED
Rad Technician Diagnostic,6,TECH
OR Scheduler/Med Office Spec,6,NON_CLINICAL
RN IR,6,RN
Mgr Rehab Nursing,6,RN
OR/Scrub Technician,6,TECH
Office Coord,6,NON_CLINICAL
Coord Surgery Operations,6,PROVIDER
Armed Security Guard,6,SECURITY
Clin Documentation Spec WFH,6,UNMAPPED
Dietary Students,6,NON_CLINICAL
RN Medical Surgical ICU,6,RN
CNA Travel PRN,6,TECH
OT Student Non-Empl,6,NON_CLINICAL
DevOps Eng II,6,UNMAPPED
CFA Surgical Technician PRN,6,TECH
Student - ARNP,6,NON_CLINICAL
FANS,6,UNMAPPED
Student Nurse PRN,6,RN
RN Tele/Prog Care (Season) PRN,6,RN
OP Behavioral Health Therapist,6,PROVIDER
Pharmacist Registered (PRN),6,ALLIED_HEALTH
Manage Care with Insurance - Ultimate Health Plans,6,UNMAPPED
RN Nrsg Student ER PRN,6,RN
Perinatal Tech,6,PROVIDER
EMT Emergency Dept PRN,6,TECH
Histology Technologist I,6,TECH
Coord Pharmacy Technician,6,TECH
Multimodality Technician,6,TECH
RN Surgical Services/OR,6,RN
Project Coord,6,UNMAPPED
RN PreOp Screening PRN,6,RN
Nurse Practitioner UCG PRN,6,PROVIDER
Emergency Svcs Unit Clerk PRN,6,NON_CLINICAL
Consultant - Site Reliability Engineer,6,NON_CLINICAL
Cost Analyst,6,NON_CLINICAL
Infection Prevention RN PRN,6,RN
eSSC PTAC Internal Controls Analyst,6,NON_CLINICAL
Resident IV Hospice & Palliat,6,PROVIDER
Senior - Cloud Engineer,6,UNMAPPED
Pharm/Supply Tech PRN,6,TECH
Hospitality Assoc I FNS PRN,6,UNMAPPED
Senior Analyst - Recruiting Support,6,NON_CLINICAL
CT Patient Care Tech PRN,6,TECH
Food Service,6,NON_CLINICAL
Associate II - Parallon Accounting,6,UNMAPPED
Patient Scheduler PHY SVCS,6,NON_CLINICAL
Emergency Svcs Transport EMT,6,TECH
EFDV-Social Worker,6,ALLIED_HEALTH
EFDV-Neonatal - Perinatal Medicine,6,PROVIDER
EFDV-Hospitalist,6,PROVIDER
EFDV-Painter,6,UNMAPPED
Senior Analyst - RTR,6,NON_CLINICAL
Consultant - BI Developer,6,NON_CLINICAL
RN Dialysis Terre Haute,6,RN
RN - Home Health,6,RN
Analyst I - Data Visualization,6,NON_CLINICAL
Senior Analyst - Internal Audit,6,NON_CLINICAL
Senior Analyst - HIM (Rehab Coding),6,NON_CLINICAL
Senior Analyst - Accounts Paya,6,NON_CLINICAL
Patient Care Tech- PRN,5,TECH
FNS Asst II PRN,5,UNMAPPED
FNS Asst II,5,UNMAPPED
Audiologist PRN,5,UNMAPPED
Supv CS,5,UNMAPPED
ElectroPhysiology Tech,5,TECH
Mgr Diagnostic Imaging Outpt,5,UNMAPPED
Coord Supply FSED,5,UNMAPPED
Surg/OR First Assistant Tech,5,TECH
RN Unit Coord Quality,5,RN
Sanitation Associate,5,UNMAPPED
Cardiac Cath Lab Lead,5,UNMAPPED
Structural Heart Coord,5,UNMAPPED
Dir Clin Resource Mgmt WFH,5,UNMAPPED
Tech Dialysis Jacksonville,5,TECH
Clinical Support Coordinator,5,UNMAPPED
RN Cardiac Catheterization Lab...,5,RN
Cath Lab Tech Noncert,5,TECH
Dir Hospitality EVS  D,5,EVS
Sr Zone FISO,5,UNMAPPED
Lead Cath Lab Tech,5,TECH
Med Technol II,5,UNMAPPED
Rad Tech II,5,TECH
Supv Cardiac Cath Lab/EP,5,UNMAPPED
Pharm Tech Medical History PRN,5,TECH
RN OH,5,RN
Medical Laboratory Tech II PRN,5,TECH
Med Lab Tech II,5,TECH
EMT Coord Pat Logistics PRN,5,SUPPLY_CHAIN_TECH
Transplant Pharmacist,5,ALLIED_HEALTH
Resp Therapist RRT II PRN,5,TECH
Cons IAM Application Eng,5,UNMAPPED
WFA Tier II,5,UNMAPPED
Mat Handler SLC PRN,5,SUPPLY_CHAIN_TECH
Transporter House,5,NON_CLINICAL
Sr Tech Installation Lead,5,TECH
Intern TEMP,5,NON_CLINICAL
Patient Care Tech MultiSkilled,5,TECH
EVS PRN Aide,5,EVS
RN OT08,5,RN
RN Dialysis Utah,5,RN
Paramedic - Critical Care,5,PROVIDER
Neurodiagnostic Tech Reg PRN,5,TECH
Med History Tech Specialist,5,TECH
HR Sr PMO WFH,5,UNMAPPED
OR RN level 3,5,RN
VCM Charity Analyst WFH,5,NON_CLINICAL
Dir Inpatient Auth WFH,5,UNMAPPED
Sr Paralegal,5,UNMAPPED
Sr IT Audit II,5,UNMAPPED
Dir HR ILOB,5,UNMAPPED
HSC COO WFH,5,UNMAPPED
Cons System Educator WFH,5,UNMAPPED
Clin Nurse Coord ER,5,RN
Sr Billing Analyst WFH,5,NON_CLINICAL
Mgr Cardiopulmonary Rehab,5,PROVIDER
Mgr Marketing,5,UNMAPPED
Supv Lab,5,UNMAPPED
Rev Cycle Support TL WFH,5,UNMAPPED
Coord Office Lead,5,NON_CLINICAL
Office Staff-Provider,5,NON_CLINICAL
LPN Transitional Care Unit PRN,5,RN
Regional VP Behav Health Svcs,5,UNMAPPED
Physician - SHLV,5,PROVIDER
Clin Nurse Coord BMT,5,RN
Physician - Adult Emergency,5,PROVIDER
RN-Endoscopy GI Center,5,RN
Executive Admin Asst Lead,5,NON_CLINICAL
Lab Asst II,5,TECH
Aetna/Coventry Reviewer,5,UNMAPPED
Med History Pharm Tech,5,TECH
Admin Supervisor,5,NON_CLINICAL
Catering Worker,5,UNMAPPED
Mgr IT,5,UNMAPPED
Mgr Construction Mgmt,5,UNMAPPED
Asst Advanced Nonlic,5,UNMAPPED
SPV-EVS,5,EVS
RN Progressive Care Endocrine,5,RN
Mgr Infusion,5,UNMAPPED
RN PAIN,5,RN
Imaging Records Specialist,5,UNMAPPED
Temporary,5,UNMAPPED
Network Engineer,5,UNMAPPED
Mgr Environmental Svs,5,UNMAPPED
Craftworker,5,UNMAPPED
Echo/Ultrasound Technician PRN,5,TECH
Clinical Specialist,5,UNMAPPED
RN Coord Liver Transplant,5,RN
Warehouse Custodian,5,UNMAPPED
Assoc Application Eng,5,UNMAPPED
Chemo Technician,5,TECH
APRN,5,UNMAPPED
Div Dir Workforce Dev,5,UNMAPPED
RN CHSU PRN,5,RN
Dir HIM Float WFH,5,UNMAPPED
Supply Chain OR Materials Tech,5,SUPPLY_CHAIN_TECH
Healthcare Partners Staff,5,UNMAPPED
RN PCU/TELE PRN,5,RN
STMH - OTA Student,5,NON_CLINICAL
RN Navigator ED,5,RN
OR Analyst Pod B,5,NON_CLINICAL
Case Mgmt Care Coord-RN,5,RN
Medical Lab Technician W/E,5,TECH
Cons Data Analyst,5,NON_CLINICAL
OR First Asst,5,UNMAPPED
Dir Clinical Operations WFH,5,UNMAPPED
Coord Mental Health Techn,5,UNMAPPED
RN II IPF PRN,5,RN
Mgr Bariatric Svcs,5,UNMAPPED
Insurance Payor - United Health Care,5,UNMAPPED
Supv Office/Executive Asst,5,NON_CLINICAL
RN Preadmissions OT10,5,RN
Vendor - Client Support Analyst,5,NON_CLINICAL
RN Alliance PRN,5,RN
Interventional Rad Spec I,5,UNMAPPED
Medical Assistant Clinic,5,MA
Clin Nurse Coord BHU,5,RN
IT Architect WFH,5,UNMAPPED
Supv Plant Operations,5,UNMAPPED
Med Img Spec III Cardio PRN,5,UNMAPPED
VP Audit,5,UNMAPPED
Coord Anes,5,UNMAPPED
RN Throughput,5,RN
RN Rehab Unit PRN,5,RN
Recruiter WFH SoCA,5,UNMAPPED
Automation Eng II,5,UNMAPPED
Dir Infection Control,5,UNMAPPED
Lactation Specialist RN,5,RN
Certified Respiratory Therapy Technician,5,TECH
Lead Dietitian,5,ALLIED_HEALTH
EMT Advanced PRN,5,TECH
Credentialing Specialist,5,UNMAPPED
Supv Ins WFH,5,UNMAPPED
Student - Speech,5,NON_CLINICAL
Child Life Therapist PRN,5,UNMAPPED
Coord HR Onboarding WFH F,5,UNMAPPED
Sr EHR Analyst Implementation WFH,5,NON_CLINICAL
Assistant Manager - Credentialing,5,UNMAPPED
RN Crit Care Float PRN,5,RN
Sr HRIS Solutions Analyst WFH,5,NON_CLINICAL
CHIPS Analyst II,5,NON_CLINICAL
Div Dir Care Coord,5,UNMAPPED
Physical Med Rehab,5,UNMAPPED
Clinical Appeals TL RN WFH,5,RN
Cons Application Dev WFH,5,UNMAPPED
Assoc Data Analyst,5,NON_CLINICAL
Cent Svc Tech,5,TECH
Nurse Extern IRF,5,RN
Coord Histology,5,UNMAPPED
RN - CP Staffing,5,RN
Virtual PSA,5,UNMAPPED
CDRA Data Analyst WFH,5,NON_CLINICAL
FM Resident PGY3,5,PROVIDER
Dir WFH,5,UNMAPPED
Mgr Data Engineering,5,UNMAPPED
RN Charge PRN,5,RN
CRTT II,5,UNMAPPED
Contract Organ Donor Coordinator,5,UNMAPPED
Family Life Educator PRN,5,UNMAPPED
Northwest EMS,5,UNMAPPED
RN HROB AL,5,RN
RN Pre/Postoperative PRN,5,RN
Imaging Technologist FSED PRN,5,TECH
Surgical Technician III,5,TECH
Prac Service Line,5,UNMAPPED
RN-Wound Care,5,RN
RN Assoc Prof Doctorate,5,RN
Clinical Lab Asst Lead,5,TECH
Student - SLP/ST,5,NON_CLINICAL
SC Equip Coord,5,UNMAPPED
CNA PRN - Medical,5,TECH
Mgr Breast Care Ctr,5,UNMAPPED
APP (NP) Hospitalist - Internal Medicine,5,PROVIDER
Training Support Spec WFH,5,UNMAPPED
Operations Specialist,5,UNMAPPED
RN Noncritical DOU,5,RN
RN Outpatient Dialysis,5,RN
AP Specialist,5,UNMAPPED
RN Care Facilitator,5,RN
Cert Surgical Tech PRN,5,TECH
Lab Specialist,5,UNMAPPED
Sr System Eng WFH,5,UNMAPPED
Pt Access Quality Rev Spec WFH,5,UNMAPPED
Pharmacist - PRN,5,ALLIED_HEALTH
Training Dev WFH,5,UNMAPPED
RN III 12 Hour Shift Gf,5,RN
Clin Nurse Coord Pre Transpl,5,RN
LIP-Cardiothoracic Surgery,5,PROVIDER
Prac Supp TL WFH,5,UNMAPPED
Supv Pharmacy Technician,5,TECH
Practice Perf Consultant FCP,5,NON_CLINICAL
Mgr Pediatric ICU,5,UNMAPPED
